WNAM,FEM
"Herrera Barnuevo, Antonio de",
"Herrera Barnuevo, Sebastián (or Sebastiano) de",
"Herrera I, Francisco",
"Herrera II, Francisco",
"Herrera the Elder, Francisco de",
"Herrera the Younger, Francisco de",
"Herrera y Velasco, Emilio",
"Herrera, Alonso de",
"Herrera, Cristóbal de",
"Herrera, Gregorio",
"Herrera, Juan de",
"Herrero, J.",
"Herreros de Tejada, Luis",
"Herreros, Enrique",
"Hevia Granda, Víctor",
"Hidalgo de Caviedes, Hipólito",
"Hidalgo de Caviedes, Rafael",
"Hidalgo, Antonio",
"Higueras Cátedra, Jacinto",
"Higueras Fuentes, Jacinto",
"Hijón, Maximiano",
"Hinestrosa, Juan de",
"Hiráldez Acosta, Marcos",
"Hispano, Francisco",
"Hispano, Marcos",
"Hispano-Arabic, School of, Anonymous Sculptors of",
"Hispano-Flemish School, Anonymous Painters of",
"Hispano-Flemish School, Anonymous Sculptors of",
"Hispano-Italian School, Anonymous Painters of",
"Hispano-Italian School, Anonymous Sculptors of",
"Hispano-Philippine School, Anonymous Painters of",
"Hispano-Philippine School, Anonymous Sculptors of",
"Hispano-Roman School, Anonymous Painters of",
"Hispano-Roman School, Anonymous Sculptors of",
"Hispano-Sicilian School, Anonymous Painters of",
"Hispano-Sicilian School, Anonymous Sculptors of",
"Hohenleiter, Francisco",
"Holanda, Cornielles (or Cornielis, or Corniellis) de",
"Holanda, Guillén de",
"Homs Bisa, Josep Antoni",
"Horfelín, Antonio de",
"Horozco, Juan de",
"Hortigosa, Pedro",
"Hovyez, M.",
"Hoyo y González, Jose María del",
"Huarte Mendicoa y Marín, Vicente",
"Huerta Romaguera, Gaspar de",
"Huerta y Ayuso, Moisés",
"Huerta, Juan (or Jean) de la",
"Huertas Garcés, Juan de la",
"Hugué, Manolo (or Manuel)",
"Huguet, Jaume (or Jaime)",
"Huguet, Jaume (or Jaime)",
"Huguet, Pere (or Pedro)",
"Huidobro Laplana, Luis",
"Humbert, Manuel",
"Hurtado de Mendoza, Esteban",
"Hurtado Izquierdo, Francisco",
"Hurtado y Corral, Carlos",
"Hurtado, Vicente",
"Hurtuna Giralt, Josep (or José)",
"Ibáñez Belda, Martín",
"Ibáñez de Aldecoa, Julián",
"Ibáñez Flórez, Eduardo",
"Ibáñez García de Lara, Vicente",
"Ibarra, Pedro de",
"Iberian School, Anonymous Sculptors of",
"Ibero, Ignacio de",
"Iborra, Lino Casimiro",
"Ichaso, Diego de",
"Iciar, Juan de",
"Iglesias Recio, Manuel",
"Iglesias, Manuel",
"Igual Ruiz, Enrique",
"Illa, Marian (or Mariano)",
"Illanes Rodríguez, Antonio",
"Illes, Joan ces",
"Imberto III, Juan",
"Imberto the Elder, Juan",
"Imberto the Younger, Juan",
"Imberto, Bernabé",
"Imberto, Juan",
"Imberto, Pedro",
"Infante, Martín",
"Inglada, Francesc (or Francisco)",
"Inglada, Narcís (or Narciso)",
"Inglés, Jorge",
"Inglés, José (or Josef)",
"Inglés, Vicente",
"Iniesta Soto, Félix",
"Iniesta Soto, Pedro",
"Iñigo y Gorostiza, Carlos",
"Iñiguez Almech, Francisco",
"Insúa, Waldo",
"Inurria, Mateo",
"Inza, Joaquín",
"Irala, Fray Matías de",
"Irazu, Juan de",
"Irazusta, Miguel de",
"Iriarte, Ignacio de",
"Iriarte, Juan de",
"Iriarte, Valero (or Valerio)",
"Iribarne, Juan Francisco de",
"Irureta Artola, Alejandrino",
"Isabel de Borbón (Reina de España), [S.M.] (Doña)",
"Isern Solé, Ramon",
"Isern, Ramon",
"Isla, Diego de",
"Ismael, Juan (or Joan)",
"Iturrino, Francisco (or Francesc, or Francesco)",
"Izquierdo Cid, Carlos",
"Izquierdo Garrido, Ramón José",
"Izquierdo y Vivas, Mariano",
"Izquierdo, Pedro",
"Izquierdo, Vicente",
"Jaca, Bernardo de",
Jacobo Florentino,
"Jacobo, Master",
Jacomart,
"Jadraque y Sánchez-Ocaña, Miguel",
"Jaén, Bartolomé (or Bartolomés) de",
"Jaén, Fernando de",
"Jaldón, J.R.",
"Jamete, Esteban",
"Jansana de Anzizu, Josep Oriol (or José Oriol)",
"Jaraba Jiménez, Enrique",
"Jardines, Antonio",
"Jardines, José María",
"Jareño y Alarcón, Francisco",
"Jaspe Moscoso, Antonio María",
"Jáuregui, Juan de",
"Jaureguizar, Elíezer (or Eliecer)",
"Jener Carreras, Eduard (or Eduardo)",
"Jiménez Aranda, José",
"Jiménez Aranda, Luis",
"Jiménez de Cisneros, Eugenio",
"Jiménez Donoso, José",
"Jiménez Fernández, Federico",
"Jiménez Fernández, José",
"Jiménez I, Diego",
"Jiménez II, Diego",
"Jiménez Martín, Juan",
"Jiménez Maza, Francisco",
"Jiménez Pez, Marino",
"Jiménez Prieto, Manuel",
"Jiménez, Antonio",
"Jiménez, Guillermo",
"Jiménez, José",
"Jiménez, Juan Miguel",
"Jiménez, Miguel",
Joan,
"Joan, Antoni",
"Joan, Pere (or Pedro)",
Johannes Hispanus,
"Joly, Gabriel",
"Jordán, Esteban",
"Jordán, Francisco",
Jordi de Déu,
"Jou Francisco, Pere (or Pedro)",
"Jover Casanova, Francisco",
Juan de Burgos,
Juan Francés,
"Juan, Deacon",
"Juan, Master",
"Juanes, Juan (or Joan) de",
"Jubany Carreras, Francesc (or Francisco)",
"Juderías Caballero, Máximo",
"Juez Nieto, Antonio",
"Juliá Entraigues, Rafael",
"Juliá Ventura, Francesc (or Francisco)",
"Juliá y Carrere, Luis",
"Juliá, Andreu (or Andrés)",
"Juliá, Ascensio (or Ascencio, or Asencio, or Asensi, or Asensio)",
"Juliá, Joan (or Juan)",
"Juliana Albert, Josep (or José)",
"Julibert Gual, Joaquim (or Joaquín)",
"Juncosa, Fray Joaquín (or Joaquim)",
"Juncosa, Josep (or José, or Josef)",
"Juni, Isaac de",
"Juni, Juan de",
"Junoy Muns, Josep Maria",
"Junquera Lavín, Augusto",
"Junyent Sans, Oleguer (or Olegario)",
"Junyent Sans, Sebastià (or Sebastián)",
"Junyer Pascual-Fibla, Joan",
"Junyer Vidal, Sebastià (or Sebastián)",
Jusquín,
"Just, Alfredo",
"Justé, Javier",
"Kaperotxipi, Mauricio Flores",
"Kuntz y Valentini, Pedro",
"Labarta Planas, Francesc (or Francisco)",
"Labayen, Joaquín",
"Labrada Martín, Fernando",
"Labrador, José María",
"Lacárcel Aparici, Félix",
"Lacoma Fontanet, Francesc (or Francisco)",
"Lacoma Sans, Francesc (or Francisco)",
"Ladernosa, Bartomeu (or Bartolomé)",
"Lafita, José",
"Laforet Alfaro, Eduardo",
"Lafuente Sansano, Jaime",
"Lafuente Tobeñas, Félix",
"Lafuente y Castell, Eugenio",
"Lafuente, Ramiro",
"Lagar, Celso (or Cels)",
"Lago Rivera, Antonio",
"Laguardia, Jorge",
"Laguardia, Juan de",
"Laguna Pérez, José",
"Lagunas, Santiago",
"Lahosa Valimanya, Joan",
"Lahoz Valle, Manuel",
"Lahuerta, Genaro (or Genard, or Gerero)",
"Laiz Campos, Emilio",
"Lambla, Julio",
"Lameyer Berenguer, Francisco",
"Lamolla, Antoni G. (or Antonio G.)",
"Lana, Jaime",
"Lanchares, Antonio",
"Lancrín, Mateo",
"Landa Uriarte, Juan José",
"Landa, Juan",
"Lantada Bucy, Jesús",
"Lanz González, Hermenegildo",
"Lapayese Bruna, José",
"Laporta Astort, Ramon",
"Laporta Valor, Enrique",
"Laporta Valor, Francisco (or Francesc)",
"Lara y García, Eustasio",
"Laredo, Manuel",
"Larmig, Luis",
"Larraga Montaner, Andrés (or Andreu)",
"Lárraga, Apolinario (or Apolinar)",
"Larrauri Marquínez, José Mateo",
"Larraz, Carlos",
"Larrea y Goizueta, Jerónimo de",
"Larrea, Lope de",
"Larrocha González, José",
"Larroque, Angel",
"Lasaosa, Pedro",
"Lasarte de Janer, Erasme de",
"Lasso, Francisco",
"Latorre Viedma, Rafael",
"Lavilla, Nemesio",
"Lázaro Lozano, Bonifacio",
"Lazcano, Miguel de",
"Lecuona Echániz, Antonio María de",
"Lecuona, Sebastián de",
"Ledesma, Blas de",
"Ledesma, José de",
"Leemans Dobbeleere, Jean Humbert",
"Legot, Pablo",
"Legua Ibáñez, Francisco",
"Lema y Rozones, Manuel de",
"Lembrí, Pere (or Pedro)",
"Lemus y Olmo, Eugenio",
"Lengo Martínez, Horacio",
Leodegarius,
"León Astruc, Manuel",
"León Callejas, Vicente",
"León Escosura, Ignacio de",
"León Marco, Julià (or Julián)",
"León, Cristóbal",
"León, Francisco de",
"León, Rafael de",
"León, Rodrigo de",
"León, School of, Anonymous Painters of",
"Leon, School of, Anonymous Sculptors of",
"Leonardo, Jusepe (or José)",
"Leoni, Miguel Angel (or Michelangelo)",
"Leoni, Pompeo (or Pompeyo)",
"Lérida, School of, Anonymous Painters of",
"Lérida, School of, Anonymous Sculptors of",
"Les Bustamante, Santiago de",
"Letamendi de Manjarrés, Josép (or José) de",
"Leví, Guillén de",
"Leví, Juan de",
"Lezcano, Carlos",
"Lhardy Garrigues, Agustín (or Augustin)",
"Liaño, Felipe de",
"Licalde, Juan de",
"Liceire, Juan de",
"Linares Blasco, Martí Genís",
"Linares Blasco, Pere Genís",
"Linares, Francisco de",
"Linares, Genís",
"Linde, Paulino de la",
"Lizcano Monedero, Angel",
"Lizona, Francisco de",
"Llácer Valdermont, Francisco",
"Llaneces, José",
"Llanos Valdés, Sebastián (or Sebastiano) de",
"Llanos, Fernando (or Ferrando) de",
"Llasera Díaz, José",
"Llauradó, Abelardo",
"Llauradó, Martí (or Martín)",
"Llavanera, Marià (or Marian, or Mariano)",
"Llavata Machinant, Luis",
"Llaverias, Joan (or Juan)",
"Lleó Arnau, Lluís (or Luis)",
"Lleó e Ibars, Trino",
"Lleonart, Benito",
"Llimona Benet, Rafael",
"Llimona Bruguera, Joan (or Juan)",
"Llimona Bruguera, Josep (or José)",
"Llimona i Raymat, Enric",
"Llimona i Raymat, Mercè (or Mercedes)",
"Llimona i Raymat, Núria",
"Llisas, Ramon",
"Llobet Banús, Tomás",
"Llongarriu, Salvador",
"Llonye, Antoni (or Antonio)",
"Llop Marquès, Francesc (or Francisco)",
"Llopis de Casades, Josep Maria (or José María)",
"Llor Casanovas, Joan (or Juan)",
"Llorens Artigas, Josep (or José, or Joseph)",
"Lloréns Díaz, Francisco (or Francesc)",
"Llorens Masdéu, Eduard",
"Lloréns the Elder, Cristóbal",
"Lloréns the Younger, Cristóbal",
"Lloréns, Cristóbal",
"Llorens, Gaspar",
"Llorente Germán, Bernardo",
"Llovera Bofill, Josep (or José)",
"Lloveras Herrera, Frederic (or Federico)",
"Llovet Miserol, Ramon",
"Lluch, Vicente",
"Lluís, Joan",
"Loarte, Alejandro (or Alessandro, or Alexander, or Alexandro) de",
"Lobo y Goya, Antonio",
"Lobo, Baltasar (or Baltazar, or Balthazar)",
"Loert, Joan (or Jean, or Juan)",
"Logón, Agustín",
"Lombard, Raimon",
"Longa, Lucas de",
"Longoria y Leal, Manuel",
"López Aguado, Antonio",
"López Aguado, Martín",
"López Cabrera, Ricardo",
"López Caro, Francisco",
"López de Ayala, Manuel",
"López de Escuriaz, Diego",
"López de Gámiz, Pedro",
"López de Montenegro y Tejada, Antonio",
"López de Velasco, Juan",
"López del Plano, Eduardo",
"López Enguídanos, José",
"López Enguídanos, Tomás",
"López Fernández, Rogelio",
"López García del Corral, Diego",
"López García, Juan Luis",
"López Gil, Manuel",
"López Maza, Juan",
"López Mezquita, José María",
"López Muñoz, Ramón",
"López Oliver, Mateu",
"López Piquer, Bernardo",
"López Piquer, Luis",
"López Polanco, Andrés",
"López Portaña, Vicente (or Vicent, or Vincente)",
"López Redondo, Carlos",
"López Rubio, Francisco",
"López Ruiz, Manuel",
"López Torres, Antonio",
"López y Martínez, Enrique",
"López, Andrés",
"López, Cándido",
"López, Cristóbal José",
"López, Diego",
"López, Diego",
"López, Diego",
"López, Francisco",
"López, Francisco",
"López, Francisco",
"López, Gáspar (or Gasparo)",
"López, José (or Josef)",
"López, Mateu",
"López-Rey, Lucio",
"López-Roberts y Muguiro, María de los Angeles",
"Lorda, José María",
"Lorente, Félix",
"Lorente, Francisco",
"Lorenzale Rogent, Ramir (or Ramiro)",
"Lorenzale Sugrañes, Claudí (or Claudio)",
"Lorenzo Solís, José de",
"Losada y Arce, ?",
"Losada, Manuel",
"Loygorri, José",
"Lozano Losilla, Luis",
"Lozano Sanchís, Francisco",
"Lozano Serrano, Julián",
"Lozano Sidro, Adolfo",
"Lozano Sirgo, Isidoro Santos",
"Lozano y Rodríguez, Eduardo",
"Lucas Velázquez, Eugenio",
"Lucas Villamil, Eugenio",
"Lucas Villamil, Julián",
"Lucena y Borraras, T.",
"Lucena, Diego de",
"Lucenti de Correggio, Gerolamo",
"Lucini Biderman, Eusebio (or Eusebì)",
"Lucini, Francesco (or Francesc, or Francisco)",
"Lucini, Giuseppe (or José, or Josep)",
"Ludeña, Angel Lucio",
Lugris,
"Luisadas, Augusto",
"Luján Pérez, José",
"Luna Novicio, Juan",
"Luna, Miguel de",
"Lupi, Miguel Angel (or Angelo)",
"Lupiáñez Carrasco, José",
"Luque Roselló, Joaquín",
"Lussa, Domingo de",
"Luzán Martínez, José",
"Macho, Victorio",
"Machuca, Pedro",
"Maçip the Younger, Vicente Juan (or Vicente Joan, or Vicente Joanes)",
"Macip, Margarita",
"Macip, Vicente (or Vicent)",
"Madrazo y Agudo, José de",
"Madrazo y Garreta, Raimundo (or Raimondo) de",
"Madrazo y Garreta, Ricardo de",
"Madrazo y Kuntz, Federico  (or Federigo, or Frederico) de",
"Madrazo y Kuntz, Luis de",
"Madrazo y Kuntz, Pedro de",
"Madrazo y López de Calle, Mariano de",
"Madrazo y Ochoa, Federico de",
"Madrid Roberts, Roberto",
"Madrid, School of, Anonymous Painters of",
"Madrid, School of, Anonymous Sculptors of",
"Maea, Antonio",
"Maea, José",
"Maeda, Asensio (or Acensio) de",
"Maeda, Juan de",
"Maella, Mariano",
"Maella, Mariano Salvador",
"Maestrazgo, School of, Anonymous Painters of",
"Maestrazgo, School of, Anonymous Sculptors of",
"Maeztu y Whitney, Gustavo de",
"Maeztu, Francisco de",
"Maffei Rosal, Antonio",
"Maffei Rosal, Francisco",
Magius,
"Maicas Puigardeu, Vicenç (or Vicente)",
"Maino, Fray Juan Bautista",
"Majorcan School, Anonymous Painters of",
"Majorcan School, Anonymous Sculptors of",
"Maldonado Rodríguez, Manuel",
"Malinas, Juan (or Joan) de",
"Malla, Gaudencio",
"Mallafré Guasch, Lluís (or Luis)",
"Mallo, Cristino",
"Mallol Casanovas, Ignasi (or Ignacio)",
"Mallol Suazo, Josep Maria (or José María)",
"Mañá Hernández, Samuel",
"Manalt, Antoni (or Antonio)",
"Mañanós Martínez, Asterio",
"Manaut Viglietti, José",
"Mandilego, Matías",
"Manero Miguel, Luis",
"Maní Roig, Carlos (or Carles)",
"Manresa, Guillem de",
"Manresa, José María",
"Manzanet, Ricardo",
"Manzano y Mejorada, Víctor",
"Maortua Lombera, José María",
"Marcé Martí, Joan (or Juan)",
"Marced Furió, José",
"March Marco, Vicente (or Vincente)",
"March, Esteban",
"March, Miguel",
"Marco Díaz-Pintado, Francisco",
"Marco Ferrer, Ernesto (or Ernest)",
"Marco Pérez, Luis",
"Marco, Sixto",
Marcos de Vilanova,
"Marès Deulovol, Frederic (or Federico)",
"Margalef Palacín, Josep (or José)",
"Marí Ribas, Antoni (or Antonio)",
"María Cristina de Borbón (Infanta de España), [S.A.R.] (Doña)",
"María de la Paz de Borbón (Infanta de España), [S.A.R.] (Doña)",
"María Eulalia de Borbón (Infanta de España), [S.A.R.] (Doña)",
"María Luisa de Parma (Reina de España), [S.M.] (Doña)",
"María Luisa Fernanda de Borbón (Infanta de España), [S.A.R.] (Doña)",
"Mariano, Baltasar",
"Marín Bagüés, Francisco (or Francesc)",
"Marín Baldo, José",
"Marín Garés, Isidoro",
"Marín Higuero, Enrique",
"Marín López, Diego",
"Marín Ramos, Eustaquio",
"Marín, Juan",
"Marinas García, Aniceto",
"Marinas, Enrique (or Henrique) de las",
"Marinel.lo Capdevila, Antoni",
"Marinel.lo Capdevila, Ramon",
"Marqués Castellar, Antoní (or Antonio)",
"Marquès Garcia, Josep Maria (or José María)",
"Marquès Puig, Josep Maria (or José María)",
"Márquez, Esteban",
"Marras, Juan",
"Marsà Figueras, Francesc (or Francisco)",
"Marsillach Codony, Joaquim (or Joaquín)",
"Martí Aguiló, Ricard (or Ricardo)",
"Martí Alsina, Ramon",
"Martí Caballero, Ramon",
"Martí Cabrer, Manuel",
"Martí Garcés de Marcilla, Josep Maria de (or José María)",
"Martí Gras, Lluís (or Luis)",
"Martí Jordana, Josep Maria",
"Martí Sabé, Josep",
"Martí y Monsó, José",
"Martí, Antoni (or Antonio)",
"Martí, Francesc (or Francesch)",
"Martiarena Lascurain, Ascensio",
"Martín Bueno, Joaquín",
"Martín González, Julio",
"Martín González, Manuel",
"Martín Laurel, Eugenio",
"Martín Rebollo, Tomás",
"Martín Riesco, Elías",
"Martín, Enrique",
"Martínez Abad, Simón",
"Martínez Abades, Juan",
"Martínez Almeida, Carlos",
"Martínez Andrés, Antonio",
"Martínez Bueno, Leonardo",
"Martínez Cabezas, Arturo",
"Martínez Checa, Fernando",
"Martínez Cubells y Ruiz, Enrique",
"Martínez Cubells, Salvador",
"Martínez de Aranda, Ginés (or Ginez)",
"Martínez de Aroso, Diego (?)",
"Martínez de Bustos, Ambrosio",
"Martínez de Castañeda, Pedro",
"Martínez de Espinosa, Juan José",
"Martínez de Gradilla, Juan",
"Martínez de la Vega, Joaquín",
"Martínez de los Corrales, Juan",
"Martínez de Salazar, Ginés",
"Martínez de Ubago y Lizárraga, Manuel",
"Martínez del Rincón y Trives, Serafín",
"Martínez Díaz, Rafael",
"Martínez Espinosa, Antonio",
"Martínez Gil, José Eugenio",
"Martínez Jerez, Miguel",
"Martínez Linares, Ginés",
"Martínez Martín, Santiago",
"Martínez Montañés, Juan",
"Martínez Ortiz de Zárate, Nicolás",
"Martínez Padilla, Rafael",
"Martínez Penella, Antonio",
"Martínez Pozo, Juan",
"Martínez Repullés, José Luis",
"Martínez Rubio, Fernando",
"Martínez Salamanca, Lázaro",
"Martínez Sierra, Benito Jesús",
"Martínez Tarrassó, Casimir (or Casimiro)",
"Martínez the Elder, Francisco",
"Martínez the Elder, Ginés",
"Martínez Vázquez, Eduardo",
"Martínez Victoria, José",
"Martínez Vilela, Rafael",
"Martínez y Espinosa, Francisco",
"Martínez y Espinosa, Gregorio",
"Martínez y Ordóñez, Francisco",
"Martínez y Vargas Machuca, Luis",
"Martínez Yago, Francisco",
"Martínez, Alfonso",
"Martínez, Alvar (or Albar)",
"Martínez, Antonio",
"Martínez, Antonio (or Antonius)",
"Martínez, Crisóstomo (or Chrisóstomo)",
"Martínez, Domingo",
"Martínez, Francisco",
"Martínez, G.",
"Martínez, Ginés",
"Martínez, Jerónimo",
"Martínez, (Fray) José",
"Martínez, Jusepe (or Iusepe, or José, or Joseph)",
"Martínez, Lluís (or Luis)",
"Martínez, Sebastián (or Sebastiano)",
"Martínez, Tomás",
"Martínez, Tomás",
Martinus,
"Martorell II, Bernat (or Bernardo)",
"Martorell, Bernat (or Bernard, or Bernardo)",
"Martorell, Miquel (or Miguel)",
"Martos Ortiz, Rufino",
"Marzal de Sas, Andrés",
"Marzo, Andrés",
"Mas i Fondevila, Arcadi (or Arcadio)",
"Mas Mas, Ramon",
"Mas y Carrasco, Francisco",
"Mascort Galibern, Josep Maria (or José María)",
"Maside, Carlos",
"Masó de Falp, Felip (or Felipe)",
"Maspóns Ortega, Alejandro",
"Masriera Manovens, Francesc (or Francisco)",
"Masriera Manovens, Josep (or José)",
"Masriera Rosés, Lluís (or Luis)",
"Masriera Vila, Víctor",
"Massanet, Joan (or Juan)",
Master of 1342,
Master A,
Master of Agreda,
Master of Albalate del Arzobispo,
Master of Albocàsser,
Master of Alcira,
Master Alejo,
Master Alexander of Roussillon,
Master of Alfajarín,
Master Alfonso,
Master of Alforja,
Master of All,
Master Alonso of Toledo,
Master Aloy,
Master of Altura,
Master of the Anaemic Figures,
Master of Andorra,
Master of the Arcàngels,
Master of Argaño,
Master of Arguis,
Master of the Armaduras,
Master of Artáiz,
Master of Artajona,
Master of Artés,
Master of Astorga,
Master of Avià,
Master of Avila,
Master B,
Master of Bacri,
Master of Badalona,
Master of Bagüés,
Master of Balaguer,
Master of the Balbases,
Master of Baltarga,
Master of Baltimore,
Master of the Bancal de les Santes,
Master of Banga,
Master of Barluenga,
Master Bartolomé,
Master Bartomeu,
Master Bartomeu,
Master of Becerril,
Master of the Beck Collection,
Master of Belmonte,
Master of Belorado,
Master Benito,
Master of Bierge,
Master of Boí,
Master of Bolea,
Master of Bonastre,
Master of Bonifacio Ferrer,
Master of Bonnat,
Master of Borbotó,
Master of Borja,
Master of Budapest,
Master of Burgo de Osma,
Master C,
Master of the Caballero de Montesa,
Master of Cabestany,
Master of Calviá,
Master of Calzada,
Master of the Cámara Santa,
Master of Camelás,
Master of Canapost,
Master of Canillo,
Master of Cardona,
Master of Cardós,
Master of Cases-Noves,
Master of Castellbó,
Master of Castellnovo,
Master of Castelló d'Empúries,
Master of Castelsardo,
Master of the Catholic Kings,
Master of Cervera,
Master of the Claveles,
Master of the Cloister of the Cathedral of Pamplona,
Master of the Conquest of Majorca,
Master of Contreras,
Master of the Coronería,
Master of Coteta,
Master of Covarrubias,
Master of Cruilles,
Master of Cubélls,
Master of Cuenca,
Master of Cueza,
Master of Curiel,
Master D,
Master of Diego,
Master of Durham,
Master of Ecija,
Master of Egea,
Master of El Parral,
Master of El Tránsito,
Master of Elna,
Master Enrique,
Master of Erill,
Master of the Ermita de Virgen de Liesa,
Master of Espinelves,
Master of Estaón,
Master of Estimariú,
Master of Estopiñán,
Master of Fenollar,
Master de los Florida,
Master of Foces,
Master of Fonollosa,
Master of the Four Saints,
Master of Frómista,
Master of Fuente Obejuna,
Master of Fuentelcarnero,
Master of Gabarda,
Master of Gallipienzo,
"Master of Gallipienzo, First",
"Master of Gallipienzo, Second",
Master of Gamonal,
Master of Gerona,
Master of Ginestarre,
Master of the Glasgow Adoration,
Master of Glorieta,
Master of Gotor,
Master of the Grifo,
Master of Harris,
Master of Horcajo de Santiago,
Master of Huesca,
Master of Inca see Comes [the Younger] Francesc,
Master of Isavarre,
Master of Jaca,
Master of Jaca,
Master of Játiva,
Master of Javierre,
Master of the Juan Family of Játiva,
Master of La Secuita,
Master of La Seo de Zaragoza,
Master of La Sisla,
Master of Langa,
Master of the Last Judgment,
Master of the Lee Triptych,
Master of Lences,
Master of Liria,
Master of Lladó,
Master of Llanes,
Master of Lluçà,
Master of Maderuelo,
Master of the Magdalena,
Master of Maluenda,
Master of Mambrillas,
Master of Manzanillo,
Master of Martínez Vallejo,
Master of the Mendicidad,
Master of Milá,
Master of Miraflores,
Master of Moguer,
Master of Monasterio de Piedra,
Master of Montesión,
Master of Morata,
Master of Muntadas,
Master of Mur,
Master of Navasa,
Master of the Obispo Galiana,
Master of Premiá,
Master of Urries,
"Master of Olite, First",
"Master of Olite, Second",
Master of Olleta,
"Master of Olleta, First",
Master of Olmos Albos,
Master of Olot,
Master of the Once Mil Vírgenes,
Master of Orcau,
Master of Ororbia,
Master of Osia,
Master of Oslo,
Master of Osma,
Master of Osormort,
Master Pacully,
"Master of Paeria  see  Ferrer [the Younger], Jaume",
Master of Palanquinos,
Master of Paredes de Nava,
Master of the Passion,
Master of Payá,
Master of Pedralbes,
Master of Pedret,
Master of Pedro de Cardona,
Master of Pedro IV,
Master of Peralta,
Master of Perea,
Master of the Perpignan Organ-shutters,
Master of the Polyptych of the Virgin,
Master of Pompién,
Master of the Porciúncula,
Master Portillo,
Master of Portillo,
Master of Pozuelo,
Master of the Predellas,
Master of Puebla de Ciérvoles,
Master of Pulgar,
Master of Puxmarín,
Master of the Resurrection,
Master of the Retablo de los Santos Juanes,
Master of Retascón,
Master of Riglos,
Master of Riofrío,
Master of Ripoll,
Master of Robredo,
Master Roque of Artajona,
Master of the Rosary,
Master of Roussillon,
Master of Rubielos de Mora,
Master of Rubió,
Master of Ruesta,
Master of San Andrés de Arroyo,
Master of San Baudel,
Master of San Erasmo,
Master of San Francisco,
Master of San Fructuoso,
Master of San Isidoro de León,
Master of San Juan de la Peña,
Master of the San Juan de la Peña Scriptorium,
Master of San Lázaro,
Master of San Mateo,
Master of San Miguel de Daroca,
Master of San Narciso,
Master of San Nicolás,
Master of San Pedro de Sorpe,
Master of San Pedro de Teruel,
Master of San Roque,
Master of San Vicente,
Master of San Vicente dels Horts,
Master of Sant Climent de Taüll,
Master of Sant Genís les Fonts,
"Master of Sant Quirse see García de Benabarre, Pere (or Pedro)",
Master of Santa Ana,
Master of Santa Basilisa,
Master of Santa Coloma,
Master of Santa Eulalia,
Master of Santa Liestra,
Master of Santa María de Taüll,
Master of Santa María del Campo,
Master of Santa Quiteria,
Master of Sarmental,
Master of the Scala Salutis,
Master of the Schretlen Panels,
Master of Segorbe,
Master of Segovia,
Master of the Seu d'Urgell,
Master of Seu d'Urgell,
Master of Sigena,
Master of Sigena,
Master of Sijena,
Master of Sinobas,
Master of Siresa,
Master of Sobrado,
Master of Son,
Master of Sopetrán,
Master of Soriguerola,
Master of Sos,
Master of the Spanish Panels,
Master of Támara,
Master of Teruel,
Master of Torà,
Master of Toro,
Master of Torralba,
Master of the Torres,
Master of Uncastillo,
Master of Uncastillo,
Master of the Valencia Altarpiece,
Master of the Valencian Hospital,
Master of Valladolid,
Master of Vidrà,
Master of Vidre,
Master of Viella,
Master of Villahermosa,
Master of Villalobos,
Master of Villalonquéjar,
Master of Villamediana,
Master of Villarroya,
Master of the Visitación,
Master of Zafra,
Master of Zamora,
"Mata Duque y López, Juan de",
"Mataix Monllor, José",
"Matarana, Bartolomé (or Bartolomeo)",
"Matarana, Francisco (or Francesco)",
"Matarredona Gisbert, Antonio",
"Mateo, Juan",
"Mateo, Master",
"Mateos, Francisco",
"Mateos, Juan",
"Mates, Joan (or Juan)",
"Mates, Joan (or Juan)",
"Mates, Pere (or Pedro)",
"Mates, Pere (or Pedro)",
"Mateu Montesinos, Ramón",
"Mateu, Jaume (or Jaime)",
"Matheos, Juan",
"Matheu Montalvo, Pedro (or Pierre) de",
"Matia Pascual, Juan",
"Matías, Alonso",
"Matilla Marina, Segundo",
"Matoses Català, Consuelo",
"Mattoni de la Fuente, Virgilio",
"Matute Parga, Benigno",
"Maura Montaner, Antonio (or Antoni)",
"Maura Montaner, Bartolomé (or Bartholome, or Bartomeu)",
"Maura Montaner, Francisco (or Francesc)",
"Maurat, Cristóbal (or Cristòfor)",
"Maureta Aracil, Gabriel",
"Mayner, Alejandro (or Alesander, or Alessandro, or Alexander, or Alexandre)",
"Mayol II, Martín",
"Mayol Treserra, Lluís",
"Mayol, Martín (or Martí)",
"Mayol, Salvador",
"Mayorga, Cristóbal de",
"Maza, Francisco de la",
"Mazo, Juan Bautista Martínez del",
"Mazuelos, José Luis",
"Meana, José Bernardo de la",
"Medina Castro, José Luis",
"Medina Díaz, Manuel",
"Medina Valbuena, Pedro de",
"Medina Vera, Inocencio",
"Medina, José",
"Medina, Luis (or Louis) de",
"Medina, Sabino de",
"Megía Márquez, Nicolás",
"Meifrén Pajarín, Javier",
"Meifrèn, Eliseu (or Eliseo, or Elisi)",
"Meléndez Cabrera, Ernesto",
"Meléndez y Conejo, Gerardo",
"Meléndez, Francisco (or Francesco) Antonio",
"Meléndez, Lorenzo",
"Meléndez, Luis",
"Meléndez, Miguel Jacinto",
"Melgar, Luis de",
"Melgar, Luis de",
"Mélida y Alinari, Arturo",
