AUTHOR
"Méndez y Andrés, José, active 1830-1858."
"Menéndez, Pedro Antonio, active 1746-1777."
"Meneses Osorio, Francisco, 1664?-1721."
"Mercadante de Bretaña, Lorenzo, active 15th century."
"Mercadé Queralt, Jaime, 1889-1967."
"Mercadé Fàbrega, Benet, 1821-1897."
"Mercar, Antonio, 1788-"
"Mesquida, Guillermo, 1675-1747."
"Mestre y Bosch, Juan, 1826-1893."
"Mestres, Apeles, 1854-1936."
"Mestres Cabanes, José, 1898-1990."
"Villamil Marraci, Bernardo, active 1878-1884."
"Aguilar Moré, R. (Ramón), 1924-"
"Miguel Nieto, Anselmo, 1881-1964."
"Milà i Fontanals, Pau, 1810-1883."
"Millán, Pedro, active 1464."
"Castro Llamas, José, 1923-"
"Mingorance Navas, Juan Eugenio, 1906-"
"Minguet é Irol, Pablo, -1801?"
"Minguillón, Julia, 1906-1965."
"Viñés, Roberto."
"Miralles Galaup, Francisco, 1848-1901."
"Miralles Darmanin, José, 1851-"
"Cuixart, Modest, 1925-2007."
"Miró Argenter, Joaquím, 1849-1914."
"Vilomara, Maurici, 1847-1930."
"Mohedano, Antonio, 1563?-1625."
"Molet, Salvador, 1773-1836."
"Molina, M., active 1854."
"Molina Sánchez, José Antonio, 1918-"
"Vidal Molné, Lluís, 1907-1970."
"Mompou, Josep, 1888-1968."
"Mongrell, José, 1870-1937."
"Montalvo, Bartolomé, 1768-1846."
"Montañes, José, 1917-"
"Martínez Montañés, Juan, 1568-1649."
"Verdes Montenegro, Elena, active 1924-1930."
"Montero y Calvo, Arturo, 1859-1887."
"Moragas Torras, Tomàs, 1837-1906."
"Moragas Ricart, Miquel, 1842-1916."
"Morán, Santiago, approximately 1571-1626."
"Morcillo Raya, Gabriel, 1887-1973."
"Morelli, Victor, 1860-1936."
"Maestro de Liria, active approximately 1390-1399."
"Moreno, Matías, 1840-1906."
"Moreno Carbonero, José, 1860-1942."
"Moreno Gimeno, Manuel, 1900-1982."
"Morey, Guillem, active 1375-1397."
"Morlanes, Gil, -1516 or 1517."
"Claret, Joan, 1929-"
"Moya, Pedro de, 1610-1674."
"Vilallonga Balam, Jaume, 1861-1904."
"Mundó, Ignasi, 1918-"
"Villalobos Díaz, Miguel, 1873-"
"Muñoz Cuesta, Domingo, 1850-1935."
"Muñoz Lucena, Tomás, 1860-1943."
"Muñoz de Tejada, Josefa, active 1867."
"Mur, Ramón de, approximately 1383-"
"Murguía, José, 1727-1776."
"Marras, Juan, 1765-"
"Martínez, G., active 18th century."
"Maestro de la Resurrección, active 15th century."
"Mensa Salas, Manuel, 1875-"
"Mirado, F."
"Morales, Juan Francesco, active 17th century."
"Villalengua Funes, Gregorio, 1886-1969."
"Villar, Cesáreo."
"Maître de Cabestany, active approximately 1130-approximately 1180."
"Manzanet, Ricardo, active 1888."
"Martín Rebollo, Tomás, 1858-1919."
"Villar y Navarro, Rafael del."
"Miralles Darmanin, Enrique, 1855-"
"Villahermosa, Pedro Antonio, 1869-1945."
"Xaudaró, J. (Joaquín), 1872-1933."
"Maestro de Coteta, 15th century-16th century."
"Morillo Ferradas, José, 1853-1920."
"Mota y Morales, Vicente, active 1881-1906."
"Martínez, Francisco, -1564."
"Ruiz Melgarejo, Juan, approximately 1680-"
"Logón, Agustín, active 1640."
"Ruiz Morales, Francisco."
"Maestro de Boí, active 12th century."
"Mestre d'Espinelves, active approximately 1187-approximately 1200."
"Maestro de San Isidoro de León, 11th century-12th century."
"Xarrié Mirambell, Domènec, 1909-1984."
"Alberto, 1895-1962."
"Maestro de Villahermosa, active 1362-1396."
"Maestro de Santa Eulalia, active 1415-1441."
"Yanguas y Ortíz, Eugenio, 1850-"
"Nogué Massó, José, 1880-1973."
"Martorell, Miquel, -1706."
"Mestre de Sant Genís les Fonts, active approximately 1020."
"Nadal, Carlos, 1917-"
"Nadal Ferragut, Jaume, -1768."
"Nadal, Miquel, -1457."
"Nonell, Isidre, 1873-1911."
"Yuste, Félix, 1866-1950."
"Núñez del Valle, Pedro, approximately 1592-1649."
"Núñez Losada, Francisco, 1889-1973."
"Castillo, Jorge, 1933-"
"Nicolau, Pedro, -1408."
"Nicolau Huguet, José, 1855-1897."
"Nicolau Parody, Teresa, 1817-1895."
"Nin i Tudó, Josep, 1840-1908."
"Nisart, Pedro, active 1468-1470."
"Obiols i Palau, Josep, 1894-1967."
"Zaragoza de Navas, Rómulo, 1894-"
"Obiols Delgado, Mariano, approximately 1860-"
"Obregón, Pedro de, 1597-"
"Ortiz Birasel, José."
"Ochoa, Enrique, 1891-1978."
"Ochoa y Madrazo, Rafael de, 1858-1935."
"Ortoneda, Cristóbal, active 1586-1624."
"Ortoneda, Mateu, active 1391-1433."
"Ojeda y Siles, Manuel, 1835-1904."
"Oliva Rodrigo, Eugenio, 1857-1925."
"Oscáriz, Ramón de, -1575."
"Ollé Pinell, Antoni, 1897-1981."
"Oller, Pere, active 1394-1456."
"Opisso Cardona, Alfred, 1907-1980."
"Ordóñez, Bartolomé, -1520."
"Oroz Lacalle, Leandro, 1883-1933."
"Orozco, Eugenio de, active 1634-1652."
"Chirino, Martín, 1925-"
"Chillida, Eduardo, 1924-2002."
"Ortega Muñoz, Godofredo, 1905-1982."
"Ortego, Francisco, 1833-1881."
"Maestro de Ripoll, active 12th century."
"Pablo, Pedro, active 1563-1566."
"Urgellès Trías, Manuel, 1866-1939."
"Padró Pedret, Ramon, 1848-1915."
"Mestre de Sant Climent de Taüll, active approximately 1123."
"Palencia, Benjamín."
"Pallarés Allustante, Joaquín, 1853-1935."
"Palmaroli y González, Vicente, 1834-1896."
"Palmeiro, José, 1901-1984."
"Palmero de Gregorio, Alfredo, 1901-1991."
"Palmerola, Ignasi, -1865."
"Pancorbo, Francisco, active 18th century."
"Parcerisa, F. J. (Francisco Javier)"
"Olivet Legarés, Josep, 1887-1956."
"Pidelaserra Brias, Marià, 1877-1946."
"Pareja, Juan de, 1606-1670."
"Parladé, Andrés, Conde de Aguiar, 1859-1933."
"Pinelo Llull, José, 1861-1922."
"Pinelo Yañez, José, 1890-1926."
"Parra Piquer, José Felipe, 1824-"
"Parra Abril, Miguel, 1784-1846."
"Pinazo Martínez, José, 1879-1933."
"Pascó Mensa, Josep, 1855-1910."
"Pascual Gimeno, Juan, 1894-1988."
"Pascual, Ivo, 1883-1949."
"Pino Sardá, Miguel Angel del, 1890-1973."
"Pastor Valsero, Dionisio, active 1890-1892."
"Paternina García-Cid, Enrique, 1866-"
"Pinós Palà, Joan, 1862-1910."
"Pausas Coll, Francesc, 1877-1944."
"Pay, Pedro, active 1854-1855."
"Pedraza Ostos, José, 1880-1937."
"Pizarro, Cecilio, -1886."
"Pla Durán, Francesc, 1743-1805."
"Pla Gallardo, Cecilio, 1860-1934."
"Pelayo Fernández, Eduardo, approximately 1850-1901."
"Pelegrí Clariana, Josep, 1838-1878."
"Peliguet, Tomás, 1485 or 1486-"
"Pellicer, José Luis, 1842-1901."
"Planella Conxelló, Joaquim, 1779-1875."
"Peña Muñoz, Maximino, 1863-1940."
"Ruiz de Cáceres, Narciso, active 1874."
"Peñalosa, Juan de, 1581-1636."
"Planella Conxelló, Ramon, 1783-1819."
"Peolí, Juan Jorge, 1825-1893."
"Perales, Juan, active 16th century."
"Peralta del Campo, Francisco, 1845-1896."
"Plasencia, Antonio de, -1557."
"Perdigón, Jesús María, 1888-1970."
"Polanco, Francisco, approximately 1610-1651."
"Pérez, Alonso, 1858-"
"Polanco, Miguel, active 1646."
"Pérez, Alvino, active 17th century."
"Pérez, Antonio, -1631."
"Poleró y Toledo, Vicente, 1824-1890."
"Pérez y Martínez, Silvestre, 1767-1825."
"Ponce, Antonio, 1608-1677."
"Ponce de León, Dávila, active 17th century."
"Pérez Comendador, Enrique, 1900-1981."
"Pons, Juan, active 1475-1498."
"Pons Arnau, Francisco, 1886-"
"Canogar, Rafael, 1935-"
"Pontons, Pablo, 1630-1691."
"Pérez Villaamil, Jenaro, 1807-1854."
"Porta, Miguel Juan, approximately 1530-1617."
"Pérez Ortiz, José, 1895-1953."
"Pérez Rubio, Antonio, 1822-1888."
"Pou, Miguel, active 1845-1855."
"Pérez Sierra, Francisco, approximately 1627-1709."
"Poveda Juan, Vicente, 1865-1935."
"Calvo, Manuel, 1934-"
"Pérez de Villoldo, Alvar, active 1498-1510."
"Poy Dalmau, Manuel, active 1890-1908."
"Pozo, Pedro del, -1785."
"Pradell Pujol, Damià, active 1896."
"Pérez de Villamayor, Juan, 1815-"
"Cantón Checa, Miguel, 1928-"
"Pradilla Ortiz, Francisco, 1848-1921."
"Perles, Joan, active 1564-1565."
"Prado, Tomás de, -approximately 1640."
"Prat Ubach, Pere, 1892-1969."
"Pernicharo, Pablo, -1760."
"Preciado, José, active 1779."
"Pertús, Rafael, approximately 1564-1648."
"Peyró Urrea, Juan, 1847-1924."
"Peytaví, Antoni, -1592."
"Cabané Manauta, Joaquim, 1922-"
"Pichot Gironés, Ramón, 1872-1925."
"Prieto Santos, Francisco, 1884-1966."
"Prieto Nespereira, Julio, 1896-"
"Prim Guytó, José María, 1907-1973."
"Pruna, Pere, 1904-1977."
"Puebla y Tolín, Dioscoro Teófilo de la, 1831-1901."
"Puget, Narcís, 1874-1960."
"Puig Perucho, Bonaventura, 1886-1977."
"Puig Roda, Gabriel, 1865-1919."
"Puigdengolas, Josep, 1906-"
"Pujol, Agustí, approximately 1583-1628."
"Pere, Antonio van de, approximately 1618-approximately 1688."
"Quadra, Nicolas Antonio de la, active 1695-1729."
"Querol Eloy, Jaume, 1890-"
"Querol Subirats, Agustí, 1863-1909."
"Quirós, Lorenzo de, 1711-1789."
"Xulbe, Joan de, active 1416-1428."
"Brotat, Joan, 1920-"
"Ramos Artal, Manuel, active 1876-1910."
"Raurich, Nicolás, 1871-1945."
"Ràfols Cullerès, Albert, 1892-1986."
"Rambla, Domingo de la, active 1373."
"Ramírez, Felipe, active 1628-1631."
"Recio Gil, Enrique, approximately 1855-"
"Regoyos, Darío de, 1857-1913."
"Ramírez de Arellano, Cristóbal, active 1630-1638."
"Ramírez Ibáñez, Manuel, 1856-1925."
"Ramonet, José, 1750-1825."
"Blanco, Venancio, 1923-"
"Rosi, Andrés, 1771-"
"Berrocal, Miguel, 1933-"
"Rovira Brocandel, Hipólito, 1693-1765."
"Ruano Llopis, Carlos, 1879-1950."
"Rubiales, Miguel de, 1642-1702."
"Riba Rovira, Francesc, 1913-"
"Ribalta, Juan, 1596 or 1597-1628."
"Benavides, Alonso de, active 1630."
"Ribas, Felipe de, 1609-1648."
"Ruelas, Juan de, -approximately 1625."
"Romea y Ezquerra, Ramón, 1830-1907."
"Ribelles y Helip, José, 1778-1835."
"Ruipérez, Luis, 1832-1867."
"Ruiz, Bartolomé, active approximately 1515."
"Ribera, Juan Vicente de, approximately 1668-1736."
"Ribera Cirera, Romà, 1849-1935."
"Ruiz Gijón, Juan Carlos, active 1671-1677."
"Ribera y Fernández, Juan Antonio, 1779-1860."
"Ribera y Fieve, Carlos Luis de, 1815-1891."
"Ruiz Guerrero, Manuel, 1864-1917."
"Ruiz Luna, Justo, 1865-1926."
"Reynés Gurguí, Josep, 1850-1926."
"Ruiz, Cristóbal, 1881-1962."
"Basterretxea Arzadun, Néstor, 1924-"
"Ruiz de Sarabia, Andrés, 16th century-17th century."
"Richart Montesinos, Fernando, 1858-"
"Rico Cejudo, José, 1864-1939."
"Ruiz Soriano, Juan, 1701-1763."
"Ruiz de Valdivia, Nicolás, 1829-1880."
"Ruiz de Zubiate, Martín, active 1573-1596."
"Rusiñol, Santiago, 1861-1931."
"Sabater Salabert, Daniel, 1888-1951."
"Saboya, Pedro de, active 17th century."
"Rigalt y Farriols, Luis, 1814-1894."
"Sáenz de Tejada, Carlos, 1897-1958."
"Rincón de Figueroa, Fernando del, active 1491-1518."
"Bataller Giralt, Rafael, 1920-"
"Sainz de la Maza, Francisco, 1900-1984."
"Sainz y Saiz, Casimiro, 1853-1898."
"Ripoll Tarascó, active 1250-1251."
"Riquer, Alexandre de, 1856-1920."
"Risueño, José, 1665-1732."
"Salinas Teruel, Juan Pablo, 1871-1946."
"Salinas Teruel, Agustín, 1861-1928."
"Arsalaguet Comas, María Rosa, 1922-"
"Rizi, Francisco, 1608-1685."
"Ricci, Juan Andrés, 1600-1681."
"Saló Junquet, José, 1810-1877."
"Roca Furnó, Leopold, 1845-1934."
"Salvador Gómez, Luciano, active 1662."
"Salvador Gómez, Vicente, 1637-1678."
"Rodríguez, Agustín, active 1747."
"Rodríguez, A. (Antonio), 1765-approximately 1824."
"Arroyo, Eduardo, 1937-"
"Rodríguez, Pedro, approximately 1774-"
"Rodríguez Barcaza, Ramón, 1820-1892."
"Sánchez, Manuel, active 1731-1761."
"Sánchez, Juan, active approximately 1500."
"Sánchez, Melchor, active 17th century."
"Rodríguez Clement, Francisco, 1861-1956."
"Sánchez, Pedro, active 1454-1468."
"Ortí Vitales, Marcelli."
"Rodríguez de Miranda, Pedro, 1694-1766."
"Sánchez de Guadalupe, Miguel, active 1505-1530."
"Sánchez de Ribera, Alvar, active 16th century."
"Sánchez de Segovia, Antón, active approximately 1300."
"Sancho i Piqué, Josep, 1872-1959."
"Sanmartín de la Serna, Juan, 1853-1918."
"Rojas, José, 1780-"
"Sans Cabot, Francesc, 1834-1881."
"Maestro de Gallipienzo, active 1538."
"Sans Castaño, Francesc, 1868-1937."
"Roldán y Martínez, José, 1808-1871."
"Román, Bartolomé, approximately 1587-1647."
"Romana, Pedro, approximately 1460-"
"Santa María Sedano, Marceliano, 1866-"
"Santa Marina, José María, 1889-"
"Romero y Landa, José, active 1790."
"Romero López, José María, 1815-1880."
"Santaolaria Montoro, Vicente, 1887-"
"Romero Mateo, Angel, 1870-"
"Santasusagna, Ernest, 1900-1964."
"Romero de Torres, Julio, 1874-1930."
"Romeros, G., active 19th century."
"Romeu, Lluciá, 1761-1810."
"Sanz y Arizmendi, José Manuel, 1885-1929."
"Sanz Jiménez, Luis, active 1770-1776."
"Sarabia, José de, 1608-1669."
"Sargado, Rodriguez, active 1866."
"Rosales, Diego de, active approximately 1525-1579."
"Saura, Domingo, approximately 1650-approximately 1715."
"Scaparra, Pedro, active 1446."
"Segrelles, José, 1885-"
"Segura Iglesias, Agustín, 1900-1988."
"Seijo Rubio, José, 1881-1970."
"Seiquer López, Alejandro, 1850-1921."
"Senet, Rafael, 1856-1926."
"Talarn Anglès, Pelegrí, active 1892-1894."
"Serafí, Pere, approximately 1505-1567."
"Serra, Bernat, active 1423."
"Serra Auqué, Enric, 1859-1918."
"Talavera, Leoncio, 1851-1878."
"Tamburini, J. M. (Josep M.), 1856-1932."
"Tapiró Baró, Josep, 1836-1913."
"Serra i Melgosa, Joan, 1899-1970."
"Tataret Balasch, Josep, 1888-"
"Tejeo, Rafael, 1798-1856."
"Serra Porson, Josep, 1828-1910."
"Sert, José María, 1874-1945."
"Tovar, Alonso Miguel de, 1678-1752."
"Siloé, Diego de, approximately 1495-1563."
"Siloé, Gil, active 1513."
"Silva, Claudi, active 1864-1866."
"Silvera, Antonio, 1843-1912."
"Tusell Graner, Salvador, active 1894."
"Tomasich, Antonio, 1820-1890."
"Simarro, Ramón, -1855."
"Torner, Martí, active 1480-1497."
"Simonet Lombardo, Enric, 1863-1927."
"Simont i Guillén, Josep."
"Torras Armengol, Francesc, 1832-1878."
"Sisquella Oriol, Alfred, 1900-1964."
"Torre, Francisco de la, active 1828-1862."
"Torre Estefanía, Rafael de la, active 1895-1910."
"Torre López, Antonio de la, 1862-1917."
"Torrents d'Amat, Estanislau, 1839-1916."
"Torres, Clemente de, approximately 1662-1730."
"Torres de Marcilla, active 1889-1895."
"Torrescassana Sallarés, Francesc, 1845-1918."
"Triadó Mayol, Josep, 1870-1929."
"Turina y Areal, Joaquín, 1847-1903."
"Tuset, Salvador, 1883-1951."
"Talarn, Francisco, active 19th century."
"Tamarinde, active 1897."
"Tarza, Carlos, active 17th century."
"Martínez, Ginés, active 1564."
"Solana, Nicolás, active 1470-1407."
"Torrado, Antonio, approximately 1734-1806."
"Torres, Matías de, 1635-1711."
"Rivero, José, active 1805."
"Tortosa, Francisco, approximately 1880-"
"Soler Llopis, Eduardo, 1840-1928."
"Uceda, Juan de, approximately 1570-1631."
"Soler i Rovirosa, Francesc, 1836-1900."
"Solives, Francesc, active 1480-1481."
"Ugalde, Juan Bautista, 1808-1860."
"Ugarte, Ignacio, 1858-1914."
"Unceta y López, Marcelino de, approximately 1835-1905."
"Uranga, Pablo, 1861-1934."
"Soraje, Pedro, 1744-"
"Urgell, Ricardo, 1873-1924."
"Urgellès de Tovar, Feliu, 1845-1919."
"Sorelló, Miguel, approximately 1700-1765."
"Uria Uria, José María, 1861-1937."
"Solórzano, B. de (Bartolomé)"
"Soria Aedo, Francisco, 1898-1965."
"Urquiola y Aguirre, Eduardo, 1865-1932."
"Vierge, Daniel, 1851-1904."
"Soto, Roberto, active 1879-1881."
"Val y Colomé, Julio del, 1879-1963."
"Souto Cuero, Alfredo, 1862-1940."
"Souto Feijoo, Arturo, 1904-1964."
"Stolz Seguí, Ramón, 1872-1924."
"Valdivieso y Henarejos, Domingo, 1834-1872."
"Storm, Ferdinand, approximately 1510-1556."
"Suárez de Orozco, Martín, active 1666-1672."
"Valencia, Pedro de, 1902-1971."
"Valero, Cristóbal, 1707-1789."
"Vallcorba y Mexía, Cayetano, active 1883-1929."
"Suñol, Jerónimo, 1839-1902."
"Valle, Evaristo."
"Valles, Lorenzo, 1831-1910."
"Valls Quer, Maurici, 1904-1992."
"Valmaseda, Juan de, approximately 1488-"
"Rumoroso y Valdés, Enrique, active 19th century."
"Valois, Ambrosio."
"Vancells Vieta, Joaquim, 1866-1942."
"Vandelvira, Andrés de, 1509-1575."
"Altisent, Aurora."
"Rapatez, J., active 19th century."
"Vaquero Palacios, Joaquín, 1900-1998."
"Varela, Francisco, approximately 1580-1645."
"Vargas, Andrés, 1613-1674."
"Vargas, Francisco de, active 1679."
"Vargas, Luis de, -1567."
"Vassallo Dorronzoro, Eduardo, 1868-1932."
"Vayreda Casabó, Francesc, 1888-1929."
"Vayreda i Vila, Joaquim, 1843-1894."
"Vayreda, Marià, 1853-1903."
"Vázquez, Jerónimo, approximately 1520-"
"Vázquez Ubeda, Carlos, 1869-1944."
"Vega, A., active 1858."
"Vega Muñoz, Pedro de, 1846-"
"Velázquez Vaca, Francisco, approximately 1600-1661."
"Velázquez Espino, Carlos, 1919-"
"Velázquez Querol, Vicente, 1761-"
"Vélez, Luis, -1575."
"Ventosa Domènech, Josep, 1897-1982."
"Vera Estaca, Alejo, 1834-1923."
"Vera Sales, Enrique, 1886-1956."
"Vera Calvo, Juan Antonio, 1825-1905."
"Verdugo Landi, Ricardo, 1871-1930."
"Vergara, José, 1726-1799."
"Verger Fioretti, Carlos, 1872-1929."
"Vergós, Jaume, 1399-1460."
"Vergós, Jaume, -1503."
"Vergós, Pau, -1495."
"Vermell Busquets, Lluís, 1814-1868."
"Vicente, Eduardo, 1909-1968."
"Vidal, Dionís, -1721."
"Vidal, Pedro Antonio, approximately 1570-"
"Vidal-Quadras Villavecchia, Josep Maria, 1891-1977."
"Vila Arrufat, Antoni, 1894-"
"Vila-Puig, Joan, 1890-1963."
"Viladomat, Antoni, 1678-1755."
"Viladomat Massanes, Josep, 1899-1989."
"Viladrich, Miguel, 1887-1956."
"Maestro de Maderuelo, active 12th century."
"Vilar Torres, José, 1828-1904."
"Vilàs Fernández, Darius, 1880-1950."
"Villà Bassols, Miquel, 1901-1988."
"Villacis, Nicolás de, 1616-1694."
"Villafranca y Malagón, Pedro de, approximately 1615-1684."
"Villandrando, Rodrigo de, -1622."
"Villanueva, Antonio, 1714-1785."
"Villanueva, Juan de, 1739-1811."
"Villegas Cordero, José, 1844-1921."
"Villegas Brieva, Manuel, 1871-1923."
"Villegas Cordero, Ricardo, 1849-1896."
"Villodas de la Torre, Ricardo de, 1846-1904."
"Viló Rodrigo, José, 1801-1868."
"Viñes, Hernando, 1904-1993."
"Viniegra y Lasso de la Vega, Salvador, 1862-1915."
"Viola, Manuel, 1916-1987."
"Viscaí Albert, Fernando, 1879-1936."
"Viver i Aymerich, Pere, 1873-1917."
"Viver i Aymerich, Tomàs, 1876-1951."
"Nájera, Andrés de, active 1504-1533."
"Maestro de los Balbases, active approximately 1480-1500."
"Muñoz Rubio, Ramón, active 1878-1910."
"Albizu, Enrique, 1926-"
"Muñoz de Cacho, Manuela, active 1860-1862."
"Sivilla Torres, Emili, active 1866-1891."
"Master Jacobo, active 15th century."
"Oller Rabassa, María, active 1897."
"Padró y Grané, Mercedes."
"Vicente, Esteban, 1903-2001."
"Soria, Eduardo, 1890-1945."
"Soler Pérez, Rigoberto, 1896-1968."
"Sanz Carta, Valentín, 1849-1898."
"Ubach de Osés, Visitació, 1873-1924."
"Villarroya, Emilia, active 1885-1902."
"Weiss, María del Rosario, 1814-1843."
"Albalat, Agustín, 1930-"
"Roldán, José, active 1881."
"López de Escuriaz, Diego, active 1587-1597."
"Master A, active 16th century."
"Valdecara y González, Germán, 1849-"
"Soto, C."
"Jaldón, J. R."
"Roig, José."
"Roldán, Enrique, active 1890-1892."
"Sánchez Robles, Julio."
"Suranol, active 1892."
"Torres Fuster, Antoni, 1874-1945."
"Picó, Mariano, active 1870."
"Pagès Serratosa, Francesc, 1852-1899."
"Zamora, José."
"Zapata y Nadal, José, 1763-1837."
"Joly, Gabriel, -1538."
"Gaiz Abascal, E."
"Winthuysen, Xavier de, 1874-1956."
"Yavarri, Gerónimo, active 1606."
"Yus y Colás, Manuel, 1845-1905."
"Zabaleta, Rafael."
"Zapata, Antonio, approximately 1699-"
"Zaragoza, José Ramón, 1874-1949."
"Aleu Socies, Marc, 1922-"
"Zuloaga, Plácido."
"Panyó, Joan Carles, 1755-1840."
"Nunnius, active approximately 1073-1091."
"Sánchez Cotán, Juan, 1560-1627."
"San Leocadio, Felipe Pablo de, -1547."
"Forner, Bartolomé, active 1402-1413."
"Fernández, Luis, 1900-1973."
"Gual, Bartomeu, active 1398-1441."
"García de Santiago, Bartolomé, approximately 1680-"
"García Ferrer, Pedro, 1583-1660."
"Giner y Vidal, Carlos, 1834-1917."
"Ribas Montenegro, Federico, 1890-1952."
"Holanda, Cornielles de, -approximately 1547."
"Hernández, Bartolomé, active 1558."
"Muñoz Morillejo, Joaquín, 1861-1935."
"Ladernosa, Bartomeu, active 1333-1359."
"Leroux de Pérez Comendador, Magdalena, 1902-1986."
"Sánchez, Juan, active 1465."
"Matarana, Bartolomé, approximately 1550-approximately 1606."
"Maura i Montaner, Bartomeu, 1844-1926."
"Miravalls Bové, Armand, 1916-1978."
"Morell i Macias, Josep, 1899-1949."
"Morell y Orlandis, Fausto, -1880."
"Muntané Muns, Lluís, 1899-1987."
"Moya Martí, Enric."
"Castillo Nicolau, María Eulalia del."
"Ramirez, Antonio."
"Ribó, Segimon, 1799-1854."
"Montaner de Sureda, Pilar, 1876-1961."
"Reixach, Joan, approximately 1411-"
"Wssel, Manuel, 1833-1907."
"Maestro de Perea, 15th century-16th century."
"Maçip, Vicente, 1474 or 1475-1550."
"Miseria, Juan de la, 1526-1616."
"Osona, Francesc d', approximately 1465-approximately 1514."
"Martín de Campo, Victoria, 1784-1869."
"Serra, Pere, active 1357-approximately 1405."
"Gargallo, Pablo, 1881-1934."
"Campaña, Pedro de, 1503-1580."
"Cruz, Diego de la, active 1482-1500."
"Blanchard, María, 1881-1932."
"Baçó, Jacomart, approximately 1412-1461."
"Alarma Tastás, Salvador, 1870-1941."
"Talarn, Guillem, active 15th century."
"Nogués, Xavier, 1873-1941."
"Fornells-Pla, Francesc, 1921-"
"López-Rey, Lucio, 1904-1957."
"Labarta Planas, Francesc, 1883-1963."
"Miró, Joan, 1893-1983."
"Fernández-Díaz, Rosy, 1935-"
"Brambila, Fernando, 1763-1834."
"García Gutiérrez, Julio, 1882-1966."
"Abril, Bartolomé, -1628."
"Arce, José de, -1666."
"Abarzuza y Rodríguez de Arias, Felipe, 1871-1948."
"Abelenda Zapata, Manuel, 1889-1957."
"Aponte, Pedro de, active 1490-1529."
"Abreu, Juan, approximately 1800-1887."
"Abril y Blasco, Salvador, 1862-1924."
"Antigó, Joan, approximately 1408-"
"Ubiña, Senen, 1924-"
"Cobo, Chema, 1952-"
"Gonzalés, Louis de, active 17th century."
"Gonzalez de Lara, Hernan, approximately 1512-1575."
"Freila de Guevara, Pedro, active 17th century."
"Caso, Tiburcio del, active 17th century."
"Machuca y Vargas, Manuel, active 16th century."
"Marsily, Santiago, active 17th century."
"Munar, Juan Antonio, active 17th century."
"Fuente, Lopez de la, active 18th century."
"Gomez, Lazaro, active 18th century."
"Sesma, Matías, active 1818."
"Aledo, Juan Battista, active 18th century."
"Fumo, Basilio, -1797."
"Torres, Antonio Cassianode, active 18th century."
"Murillo, G. B., active 17th century."
"Mirabent Gatell, Josep, 1831-1899."
"Carrión, Leonardo de, active 1552-1592."
"Ramis, Julio, 1909-1990."
"Goya, Francisco, 1746-1828."
"Greco, 1541?-1614."
"Picasso, Pablo, 1881-1973."
"Dalí, Salvador, 1904-1989."
"Borès, Francisco, 1898-1972."
"Serrano, Pablo, 1908-1985."
"Grau Sala, Emilio, 1911-1975."
"Zubiaurre, Valentín de, 1879-1963."
"Gaudí, Antoni, 1852-1926."
"Gris, Juan, 1887-1927."
"Andreu Estrany, Mariano, 1888-1976."
"Caballero, José, 1916-1991."
"Domínguez, Oscar, 1906-1957."
"Ferrant, Angel."
"González, Julio, 1876-1942."
"Guerrero, José, 1914-1991."
"Gutiérrez-Solana, José, 1886-1945."
"Hugué, Manuel, 1872-1945."
"Tharrats, Juan José."
"Mallo, Maruja."
"Feito, Luis, 1929-"
"Farreras, Francisco, 1927-"
"Delgado, Alvaro, 1922-"
"Cuixart, Modest, 1925-2007."
"Chirino, Martín, 1925-"
"Chillida, Eduardo, 1924-2002."
"Palencia, Benjamín."
"Canogar, Rafael, 1935-"
"Regoyos, Darío de, 1857-1913."
"Basterretxea Arzadun, Néstor, 1924-"
"Vaquero Palacios, Joaquín, 1900-1998."
"Viola, Manuel, 1916-1987."
"Vicente, Esteban, 1903-2001."
"Miró, Joan, 1893-1983."
"Giner, Francisco, active 1480-1496."
"Master of Bonastre, active 1445-1465."
"Master of the Schretlen Panels, active 15th century-16th century."
"Rabiella y Díez de Aux, Pablo, -1719."
"Guinart Candelich, Francesc, 1888-1974."
"Terrencs, Pere, active 1479-1528."
"Guilló, Vicente, approximately 1660-1698."
"Hearst Master, active 15th century."
"Master of Moguer, active approximately 1510-1525."
"Master of San Baudel, active approximately 1125."
"Master of Villamediana, active 15th century."
"Master of the Visitación, active 1485-1505."
"Master of Velilla, active approximately 1430-1460."
"Vidal Molné, Lluís, 1907-1970."
"Tàpies, Antoni, 1923-2012."
"Subirachs, Josep Maria, 1927-2014."
"Soria, Salvador, 1915-"
"Soler, Urbici, 1890-1953."
"Sobrino, Francisco, 1932-2014."
"Sempere Sanchiz, Pascual."
"Saura, Antonio, 1930-1998."
"Sánchez Martínez, Luis, 1913-1976."
"Rivera, Manuel, 1927-1995."
"Quintanilla, Luis, 1895-1978."
"Ponç, Joan, 1927-1984."
"Piquet Catulí, Josep, active 1891-1904."
"Perceval, Jesús de."
"Palencia Tubau, Ceferino, 1882-1963."
"Oteiza, Jorge de, 1908-2003."
"Orduna, Fructuoso, 1893-1973."
"Muñoz, Lucio, 1929-1998."
"Mozos, Pedro, 1915-1983."
"Morales Ruiz, Juan Antonio, 1909-1984."
"Mendoza y Moreno, Francisco de Paula de, 1812-1885."
"Lobo, Baltasar, 1911-1993."
"López-Rey, Lucio, 1904-1957."
"Herreros, Enrique."
"Hernández Pijuan, Juan, 1931-2005."
